date,Wheat_Lokwan,Wheat_Rajasthan Tukdi,Onion_Other,Wheat_Other,Potato_Other,Banana_Other,Rice_Dappa,Potato_Jyoti,Apple_Delicious,Onion_Red,Rice_Coarse,Banana_Medium,Rice_Fine,Apple_Apple,Banana_Pachha Bale,Rice_Other
2005-01-01,7.9,8.45,22.0,7.52,45.0,6.5,13.0,1.6,20.45,3.45,9.15,4.75,13.5,24.0,4.5,11.0
2005-01-02,7.9,8.45,22.0,7.52,45.0,6.5,13.0,1.6,20.45,3.45,9.15,4.75,13.5,24.0,4.5,11.0
2005-01-03,7.9,8.45,22.0,7.52,45.0,6.5,13.0,1.6,20.45,3.45,9.15,4.75,13.5,24.0,4.5,11.0
2005-01-04,7.9,8.45,22.0,7.52,45.0,6.5,13.0,1.6,20.45,3.45,9.15,4.75,13.5,24.0,4.5,11.0
2005-01-05,7.9,8.15,22.0,7.4,45.0,6.333333333333334,12.666666666666668,1.6666666666666663,20.5,3.5,9.133333333333333,5.25,13.5,24.0,5.0,11.0
2005-01-06,7.9,8.45,22.0,7.42,45.0,6.166666666666666,12.333333333333332,1.7333333333333334,20.55,3.55,9.116666666666667,4.7,13.5,24.0,5.0,11.0
2005-01-07,7.8,8.5,22.0,7.5,45.0,6.0,12.0,1.8,20.6,3.6,9.1,4.76,13.5,24.0,5.0,11.0
2005-01-08,7.7,8.4,22.0,7.44,45.0,6.0,11.625,1.9,20.6,3.65,9.1,4.82,13.5,24.25,5.0,11.0
2005-01-09,7.69,8.28,22.0,7.38,45.0,6.0,11.25,2.0,20.566666666666666,3.683333333333333,9.083333333333334,4.88,13.5,24.5,5.0,11.0
2005-01-10,7.68,8.16,22.0,7.32,45.0,6.0,10.875,2.1,20.53333333333333,3.716666666666667,9.066666666666666,4.94,13.5,24.75,5.0,11.0
2005-01-11,7.67,8.04,22.0,7.26,45.0,6.0,10.5,2.2,20.5,3.75,9.05,5.0,13.5,25.0,5.0,11.0
2005-01-12,7.66,7.92,22.0,7.2,45.0,8.0,10.5,2.2,20.4,3.75,9.0,4.75,13.5,24.0,6.0,11.0
2005-01-13,7.65,7.8,22.0,7.6,45.0,8.0,10.5,2.2,20.5,3.7,9.1,4.8,13.5,26.0,6.5,11.0
2005-01-14,7.758333333333334,7.95,22.0,7.56,45.0,8.0,10.6,2.2,20.5,3.65,9.1,4.84,13.5,26.0,6.2,11.0
2005-01-15,7.866666666666666,8.1,22.0,7.52,45.0,8.0,10.7,2.15,20.6,3.6,9.0,4.88,13.5,26.0,5.9,11.0
2005-01-16,7.975,8.25,22.0,7.48,45.0,8.0,10.8,2.1,21.066666666666666,3.566666666666667,9.05,4.92,13.5,26.0,5.6,11.0
2005-01-17,8.083333333333334,8.4,22.0,7.44,45.0,8.0,10.9,2.05,21.53333333333333,3.533333333333333,9.1,4.96,13.5,26.0,5.3,11.0
2005-01-18,8.191666666666666,8.55,22.0,7.4,45.0,8.0,11.0,2.0,22.0,3.5,9.15,5.0,13.5,26.0,5.0,11.0
2005-01-19,8.3,8.7,22.0,7.4,45.0,8.0,12.5,2.0,21.8,3.4,9.1,5.0,13.5,27.0,5.5,11.0
2005-01-20,8.25,8.5,22.0,7.38,45.0,8.0,12.5,2.0,22.5,3.45,9.1,5.25,13.5,25.0,5.5,11.0
2005-01-21,8.18,8.55,22.0,7.416,45.0,7.9375,12.4,1.94,22.75,3.3,9.15,5.2,13.5,25.4,5.4,11.0
2005-01-22,8.11,8.6,22.0,7.452000000000001,45.0,7.875,12.3,1.88,22.8,3.35,9.1,5.15,13.5,25.8,5.3,11.0
2005-01-23,8.04,8.65,22.0,7.487999999999999,45.0,7.8125,12.2,1.82,23.066666666666666,3.35,9.1,5.1,13.5,26.2,5.2,11.0
2005-01-24,7.97,8.7,22.0,7.524,45.0,7.75,12.1,1.76,23.333333333333336,3.35,9.1,5.05,13.5,26.6,5.1,11.0
2005-01-25,7.9,8.75,22.0,7.56,45.0,7.6875,12.0,1.7,23.6,3.35,9.1,5.0,13.5,27.0,5.0,11.0
2005-01-26,7.9833333333333325,8.683333333333334,22.0,7.673333333333334,45.0,7.625,12.166666666666668,1.7,23.825,3.3875,9.1125,4.928571428571427,13.428571428571427,27.333333333333336,5.333333333333334,11.0
2005-01-27,8.066666666666666,8.616666666666667,22.0,7.786666666666666,45.0,7.5625,12.333333333333332,1.7,24.05,3.425,9.125,4.8571428571428585,13.357142857142858,27.666666666666664,5.666666666666666,11.0
2005-01-28,8.15,8.55,22.0,7.9,45.0,7.5,12.5,1.7,24.275,3.4625,9.1375,4.785714285714286,13.285714285714285,28.0,6.0,11.0
2005-01-29,7.9,8.45,22.0,7.52,45.0,7.0,12.5,1.7,24.5,3.5,9.15,4.714285714285714,13.214285714285715,28.0,5.5,11.0
2005-01-30,7.966666666666666,8.55,22.0,7.486666666666666,45.0,7.333333333333334,12.666666666666668,1.7,24.516666666666666,3.533333333333333,9.15,4.6428571428571415,13.142857142857142,28.333333333333336,5.333333333333334,11.0
2005-01-31,8.033333333333333,8.65,22.0,7.453333333333334,45.0,7.666666666666666,12.833333333333332,1.7,24.53333333333333,3.566666666666667,9.15,4.571428571428571,13.071428571428573,28.666666666666664,5.166666666666666,11.0
2005-02-01,8.1,8.75,22.0,7.42,45.0,8.0,13.0,1.7,24.55,3.6,9.15,4.5,13.0,29.0,5.0,11.0
2005-02-02,7.9,8.3,22.0,7.05,45.0,7.0,11.0,1.7,24.566666666666666,3.55,9.15,4.75,13.0,27.0,5.5,11.0
2005-02-03,8.2,8.65,22.0,7.7,45.0,8.0,16.0,1.7,24.583333333333336,3.45,9.15,4.75,13.0,27.0,5.5,11.0
2005-02-04,7.4,8.5,22.0,7.1,45.0,8.5,11.5,1.7,24.6,3.5,9.15,4.65,13.0,28.0,6.0,11.0
2005-02-05,8.0,8.65,22.0,7.64,45.0,7.5,11.5,1.7,29.8,3.75,9.5,4.55,13.0,28.0,5.5,11.0
2005-02-06,8.0,8.716666666666667,22.0,7.643333333333333,45.0,7.666666666666666,11.5,1.7,28.73,3.69,9.43,4.45,13.0,28.05,5.333333333333334,11.0
2005-02-07,8.0,8.783333333333333,22.0,7.646666666666666,45.0,7.833333333333334,11.5,1.7,27.66,3.63,9.36,4.35,13.0,28.1,5.166666666666666,11.0
2005-02-08,8.0,8.85,22.0,7.65,45.0,8.0,11.5,1.7,26.59,3.57,9.29,4.25,13.0,28.15,5.0,11.0
2005-02-09,7.9,8.25,22.0,7.6,45.0,8.166666666666666,11.5,1.7,25.52,3.51,9.22,4.5,13.0,28.2,5.5,11.0
2005-02-10,8.0,8.45,22.0,7.48,45.0,8.333333333333334,11.5,1.7,24.45,3.45,9.15,4.75,13.0,28.25,5.5,11.0
2005-02-11,8.25,7.6,22.0,7.26,45.0,8.5,11.5,1.8,24.5,3.5,9.25,4.6,13.0,28.3,5.5,11.0
2005-02-12,8.25,8.85,22.0,7.4,45.0,8.125,11.625,1.85,26.0,3.5,9.3,4.45,13.0,28.35,5.625,11.0
2005-02-13,8.083333333333334,8.7,22.0,7.54,45.0,7.75,11.75,1.9,26.53333333333333,3.5,9.266666666666666,4.3,13.0,28.4,5.75,11.0
2005-02-14,7.916666666666666,8.55,22.0,7.68,45.0,7.375,11.875,1.95,27.066666666666666,3.5,9.233333333333334,4.15,13.0,28.45,5.875,11.0
2005-02-15,7.75,8.4,22.0,7.35,45.0,7.0,12.0,2.0,27.6,3.5,9.2,4.0,13.0,28.5,6.0,11.0
2005-02-16,7.3,8.3,22.0,7.316666666666666,45.0,7.5,12.0,2.0,27.5,3.55,9.35,4.5,13.0,34.0,5.5,11.0
2005-02-17,7.35,8.316666666666666,22.0,7.283333333333334,45.0,7.0,11.666666666666668,2.0,27.4,3.6,9.35,4.0,13.0,34.0,5.5,11.0
2005-02-18,7.4,8.333333333333334,22.0,7.25,45.0,7.5,11.333333333333332,2.0,27.5,3.6,9.4,4.083333333333333,13.0,34.0,6.0,11.0
2005-02-19,7.45,8.35,22.0,7.226829268292682,45.0,8.0,11.0,2.0,28.6,3.65,9.4,4.166666666666667,13.0,29.0,5.0,11.0
2005-02-20,7.4,8.0375,22.0,7.203658536585367,45.0,8.0,11.0,2.0,28.566666666666666,3.65,9.4125,4.25,13.0,29.0,5.333333333333334,11.0
2005-02-21,7.35,7.725,22.0,7.180487804878048,45.0,8.0,11.0,2.0,28.53333333333333,3.65,9.425,4.333333333333333,13.0,29.0,5.666666666666666,11.0
2005-02-22,7.3,7.4125,22.0,7.1573170731707325,45.0,8.0,11.0,2.0,28.5,3.65,9.4375,4.416666666666667,13.0,29.0,6.0,11.0
2005-02-23,7.25,7.1,22.0,7.134146341463414,45.0,8.0,11.0,2.0,28.4,3.7,9.45,4.5,13.0,29.5,5.5,11.0
2005-02-24,7.25,8.1,22.0,7.110975609756098,45.0,8.0,11.0,2.0,28.6,3.65,9.5,4.75,13.0,28.0,5.0,11.0
2005-02-25,7.4,7.65,22.0,7.0878048780487815,45.0,8.0,10.5,2.0,28.75,3.6,9.4,4.6,13.0,28.0,5.5,11.0
2005-02-26,7.3,6.9,22.0,7.064634146341463,45.0,8.0,11.0,2.2,28.9,3.55,9.45,4.45,13.0,28.0,5.5,11.0
2005-02-27,7.2666666666666675,7.15,22.0,7.041463414634147,45.0,8.0,11.25,2.4,29.05,3.5375,9.45,4.3,13.0,26.666666666666664,5.5,11.0
2005-02-28,7.2333333333333325,7.4,22.0,7.0182926829268295,45.0,8.0,11.5,2.6,29.2,3.525,9.45,4.15,13.0,25.333333333333336,5.5,11.0
2005-03-01,7.2,7.65,22.0,6.995121951219512,45.0,8.0,11.75,2.8,29.35,3.5125,9.45,4.0,13.0,24.0,5.5,11.0
2005-03-02,7.0,7.7,22.0,6.971951219512197,45.0,8.0,12.0,2.7,29.5,3.5,9.45,4.25,13.0,25.0,5.5,11.0
2005-03-03,6.95,8.15,22.0,6.9487804878048784,45.0,6.5,12.0,2.6,29.75,3.75,9.5,4.0,13.0,25.0,6.0,11.0
2005-03-04,6.942857142857143,8.02142857142857,22.0,6.92560975609756,45.0,7.5,12.041666666666668,2.6,29.7,3.7,9.45,4.1,13.0,25.0,6.0,11.0
2005-03-05,6.935714285714287,7.892857142857142,22.0,6.902439024390245,45.0,7.5,12.083333333333332,2.666666666666667,29.675,3.7125,9.4875,4.2,13.0,26.0,6.5,11.0
2005-03-06,6.928571428571429,7.764285714285713,22.0,6.879268292682927,45.0,7.3,12.125,2.733333333333333,29.65,3.725,9.525,4.3,13.0,26.5,5.8,11.0
2005-03-07,6.921428571428571,7.635714285714285,22.0,6.85609756097561,45.0,7.1,12.166666666666668,2.8,29.625,3.7375,9.5625,4.4,13.0,27.0,5.1,11.0
2005-03-08,6.914285714285715,7.507142857142856,22.0,6.832926829268294,45.0,6.9,12.208333333333332,2.8666666666666667,29.6,3.75,9.6,4.5,13.0,27.5,4.4,11.0
2005-03-09,6.9071428571428575,7.378571428571429,22.0,6.8097560975609746,45.0,6.7,12.25,2.933333333333333,29.5,3.7,9.5,4.0,13.0,28.0,3.7,11.0
2005-03-10,6.9,7.25,22.0,6.786585365853658,45.0,6.5,12.291666666666668,3.0,29.6,3.6,9.5,4.5,13.0,28.5,3.0,11.0
2005-03-11,7.25,7.7,22.0,6.763414634146343,45.0,6.5,12.333333333333332,3.2,31.0,3.5,9.6,4.4,13.0,29.0,5.0,11.0
2005-03-12,7.175,7.85,22.0,6.7402439024390235,45.0,6.875,12.375,3.275,32.0,3.6,9.6,4.3,13.0,29.0,5.0,11.0
2005-03-13,7.1,8.0,22.0,6.717073170731706,45.0,7.25,12.416666666666668,3.35,32.2,3.633333333333333,9.6,4.2,13.0,29.0,5.0,11.0
2005-03-14,7.025,8.15,22.0,6.69390243902439,45.0,7.625,12.458333333333332,3.425,32.4,3.666666666666667,9.6,4.1,13.0,29.0,5.0,11.0
2005-03-15,6.95,8.3,22.0,6.670731707317072,45.0,8.0,12.5,3.5,32.6,3.7,9.6,4.0,13.0,29.0,5.0,11.0
2005-03-16,7.0,7.6,22.0,6.647560975609755,45.0,8.5,12.5,3.5,32.5,3.75,9.65,4.5,13.0,30.0,5.5,11.0
2005-03-17,7.75,8.65,22.0,6.6243902439024405,45.0,8.5,11.0,3.5,32.5,3.6,9.6,5.0,13.0,32.0,5.5,11.0
2005-03-18,6.9,8.05,22.0,6.601219512195122,45.0,8.0,11.0,3.6,32.6,3.65,9.61,4.8,13.0,32.0,5.5,11.0
2005-03-19,7.0,7.8,22.0,6.578048780487803,45.0,9.0,11.0,3.6,32.8,3.6,9.62,4.6,13.0,32.0,5.5,11.0
2005-03-20,7.2,7.966666666666666,22.0,6.554878048780488,45.0,9.058823529411764,11.333333333333332,3.6,33.06666666666666,3.65,9.63,4.4,13.0,32.166666666666664,5.333333333333334,11.0
2005-03-21,7.4,8.133333333333333,22.0,6.53170731707317,45.0,9.117647058823527,11.666666666666668,3.6,33.333333333333336,3.7,9.64,4.2,13.0,32.333333333333336,5.166666666666666,11.0
2005-03-22,7.6,8.3,22.0,6.508536585365853,45.0,9.176470588235292,12.0,3.6,33.6,3.75,9.65,4.0,13.0,32.5,5.0,11.0
2005-03-23,7.590909090909091,8.286363636363637,22.0,6.485365853658537,45.0,9.235294117647056,11.0,3.6,33.5,3.65,9.6,4.5,13.0,30.0,5.0,11.0
2005-03-24,7.581818181818181,8.272727272727273,22.0,6.46219512195122,45.0,9.294117647058822,11.0,3.6,33.5,3.666666666666667,9.616666666666667,5.0,13.0,31.0,5.0,11.0
2005-03-25,7.572727272727272,8.259090909090908,22.0,6.439024390243902,45.0,9.352941176470589,11.2,3.63,33.5,3.683333333333333,9.633333333333333,4.95,13.0,30.1,5.06,11.0
2005-03-26,7.5636363636363635,8.245454545454544,22.0,6.4158536585365855,45.0,9.411764705882351,11.4,3.66,33.5,3.7,9.65,4.9,13.0,29.2,5.12,11.0
2005-03-27,7.554545454545455,8.23181818181818,22.0,6.392682926829267,45.0,9.470588235294116,11.6,3.69,33.5,3.716666666666667,9.666666666666666,4.85,13.0,28.3,5.18,11.0
2005-03-28,7.545454545454545,8.218181818181819,22.0,6.369512195121953,45.0,9.529411764705884,11.8,3.72,33.5,3.733333333333333,9.683333333333334,4.8,13.0,27.4,5.24,11.0
2005-03-29,7.536363636363636,8.204545454545455,22.0,6.3463414634146345,45.0,9.588235294117649,12.0,3.75,33.5,3.75,9.7,4.75,13.0,26.5,5.3,11.0
2005-03-30,7.527272727272727,8.190909090909091,11.0,6.323170731707318,45.0,9.647058823529411,12.0,3.828571428571428,33.6,3.85,9.6,4.785714285714286,13.0,27.0,5.0,11.0
2005-03-31,7.518181818181818,8.177272727272728,19.5,6.3,45.0,9.705882352941178,12.0,3.9071428571428566,33.75,3.858333333333333,9.625,4.821428571428573,13.0,28.0,5.0,11.0
2005-04-01,7.509090909090909,8.163636363636364,20.0,6.33,32.0,9.764705882352944,12.0,3.9857142857142858,33.9,3.8666666666666663,9.65,4.8571428571428585,13.0,28.0,5.0,11.0
2005-04-02,7.5,8.15,27.5,6.36,64.0,9.823529411764708,12.0,4.064285714285714,34.05,3.875,9.675,4.8928571428571415,13.0,27.5,5.5,11.0
2005-04-03,7.566666666666666,8.5,35.0,6.39,96.0,9.882352941176473,12.333333333333332,4.142857142857142,34.2,3.883333333333333,9.7,4.928571428571427,13.0,27.3,5.333333333333334,11.0
2005-04-04,7.633333333333334,8.85,32.5,6.42,135.0,9.941176470588236,12.666666666666668,4.221428571428572,34.35,3.891666666666667,9.725,4.964285714285714,13.0,27.1,5.166666666666666,11.0
2005-04-05,7.7,9.2,32.0,6.45,62.0,10.0,13.0,4.3,34.5,3.9,9.75,5.0,13.0,26.9,5.0,11.0
2005-04-06,7.6,8.75,38.833333333333336,6.15,61.1865671641791,7.0,13.0,4.333333333333333,35.0,4.0,9.65,5.25,13.0,26.7,5.0,11.0
2005-04-07,7.6,8.666666666666666,45.66666666666667,6.52,60.37313432835821,7.0,12.0,4.366666666666667,36.0,4.0,9.6,5.0,13.0,26.5,5.0,11.0
2005-04-08,7.6,8.583333333333334,52.5,6.4,59.55970149253731,7.0,12.0,4.4,36.5,4.15,9.7,4.95,13.0,26.0,5.0,11.0
2005-04-09,7.6,8.5,51.820754716981135,6.6,58.746268656716424,7.0,12.25,4.375,36.6875,4.175,9.7,4.9,13.0,26.5,5.0,11.0
2005-04-10,7.583333333333334,8.566666666666666,51.14150943396226,6.533333333333334,57.93283582089553,7.0,12.5,4.35,36.875,4.2,9.7,4.85,13.0,27.0,5.0,11.0
2005-04-11,7.566666666666666,8.633333333333333,50.46226415094339,6.466666666666666,57.119402985074636,7.0,12.75,4.325,37.0625,4.225,9.7,4.8,13.0,27.5,5.0,11.0
2005-04-12,7.55,8.7,49.783018867924525,6.4,56.30597014925374,7.0,13.0,4.3,37.25,4.25,9.7,4.75,13.0,28.0,5.0,11.0
2005-04-13,7.4,8.75,49.10377358490565,6.4,55.49253731343285,6.5,14.0,4.3,37.5,4.4,9.6,5.25,13.0,28.5,5.0,11.0
2005-04-14,8.0,8.75,48.424528301886795,6.45,54.67910447761193,6.625,14.0,4.416666666666667,37.73333333333333,4.35,9.566666666666666,5.25,13.0,28.666666666666664,4.833333333333333,11.0
2005-04-15,7.6,8.95,47.74528301886792,6.4,53.86567164179104,6.75,14.0,4.533333333333333,37.96666666666667,4.3,9.533333333333333,5.15,13.0,28.833333333333336,4.666666666666667,11.0
2005-04-16,7.6,8.7,47.066037735849065,6.45,53.05223880597014,6.875,14.0,4.65,38.2,4.25,9.5,5.05,13.0,29.0,4.5,11.0
2005-04-17,7.7,8.7125,46.38679245283018,6.45,52.23880597014925,7.0,13.333333333333332,4.766666666666667,38.4,4.233333333333333,9.533333333333333,4.95,13.0,29.75,4.666666666666667,11.0
2005-04-18,7.8,8.725,45.70754716981133,6.45,51.42537313432835,7.125,12.666666666666668,4.883333333333333,38.6,4.216666666666667,9.566666666666666,4.85,13.0,30.5,4.833333333333333,11.0
2005-04-19,7.9,8.7375,45.02830188679245,6.45,50.61194029850746,7.25,12.0,5.0,38.8,4.2,9.6,4.75,13.0,31.25,5.0,11.0
2005-04-20,8.0,8.75,44.3490566037736,6.45,49.798507462686565,7.375,12.0,5.2,39.0,4.1,9.65,5.0,13.0,32.0,5.0,11.0
2005-04-21,7.75,8.75,43.66981132075472,6.35,48.985074626865675,7.5,12.0,5.3,39.4,4.0,9.7,4.0,13.0,32.0,5.0,11.0
2005-04-22,7.74,8.76,42.99056603773585,6.36,48.17164179104478,7.333333333333334,12.0,5.292857142857144,39.6,4.1,9.65,4.25,12.8,31.2,4.9,11.0
2005-04-23,7.73,8.77,42.31132075471698,6.37,47.35820895522389,7.166666666666666,12.0,5.285714285714286,39.75,4.0,9.6,4.5,12.6,30.4,4.8,11.0
2005-04-24,7.72,8.78,41.632075471698116,6.38,46.54477611940299,7.0,12.0,5.2785714285714285,40.066666666666656,3.966666666666667,9.633333333333333,4.75,12.4,29.6,4.7,11.0
2005-04-25,7.71,8.79,40.95283018867924,6.39,45.7313432835821,6.833333333333334,12.0,5.271428571428571,40.38333333333333,3.933333333333333,9.666666666666666,5.0,12.2,28.8,4.6,11.0
2005-04-26,7.7,8.8,40.27358490566038,6.4,44.9179104477612,6.666666666666666,12.0,5.264285714285714,40.7,3.9,9.7,5.25,12.0,28.0,4.5,11.0
2005-04-27,7.8,9.5,39.594339622641506,6.5,44.10447761194029,6.5,12.0,5.257142857142857,40.75,3.75,9.75,5.0,12.0,38.0,4.9,11.0
2005-04-28,7.75,9.0,38.91509433962264,6.45,43.29104477611939,6.5,12.0,5.25,41.5,3.8,9.8,5.25,11.5,30.0,5.5,11.0
2005-04-29,7.55,8.95,38.235849056603776,6.44,42.4776119402985,6.7,12.0,5.242857142857143,42.0,3.7,9.7,5.3,11.6,30.0,5.0,11.0
2005-04-30,7.5375,8.9625,37.5566037735849,6.4,41.664179104477604,6.9,12.0,5.235714285714286,43.0,3.65,9.75,5.35,11.7,30.0,5.0,11.0
2005-05-01,7.525,8.975,36.87735849056604,6.4071428571428575,40.85074626865672,7.1,12.0,5.228571428571429,44.0,3.633333333333333,9.75,5.4,11.8,30.333333333333336,4.866666666666667,11.0
2005-05-02,7.5125,8.9875,36.19811320754717,6.414285714285715,40.03731343283582,7.3,12.0,5.221428571428572,45.0,3.6166666666666663,9.75,5.45,11.9,30.666666666666664,4.733333333333333,11.0
2005-05-03,7.5,9.0,35.5188679245283,6.421428571428571,39.223880597014926,7.5,12.0,5.214285714285714,46.0,3.6,9.75,5.5,12.0,31.0,4.6,11.0
2005-05-04,7.75,8.75,34.83962264150943,6.428571428571429,38.410447761194035,7.0,12.0,5.207142857142856,46.5,3.55,9.7,5.5,12.0,32.0,4.5,11.0
2005-05-05,7.2,8.7,34.16037735849057,6.435714285714287,37.59701492537314,6.5,12.0,5.2,46.3,3.65,9.7,5.5,12.0,32.0,4.5,11.0
2005-05-06,7.278571428571428,8.707142857142857,33.4811320754717,6.442857142857143,36.78358208955224,6.6,12.0,5.2,46.5,3.7,9.6,5.5,12.0,33.0,6.0,11.0
2005-05-07,7.357142857142858,8.714285714285715,32.80188679245283,6.45,35.97014925373134,6.7,12.0,5.1909090909090905,46.6,3.65,9.65,5.5,12.0,32.0,5.0,11.0
2005-05-08,7.435714285714287,8.721428571428572,32.12264150943396,6.457142857142856,35.156716417910445,6.8,12.0,5.181818181818182,46.6,3.683333333333333,9.65,5.5,12.0,32.666666666666664,5.333333333333334,11.0
2005-05-09,7.514285714285713,8.72857142857143,31.44339622641509,6.4642857142857135,34.343283582089555,6.9,12.0,5.172727272727274,46.6,3.716666666666667,9.65,5.5,12.0,33.333333333333336,5.666666666666666,11.0
2005-05-10,7.5928571428571425,8.735714285714286,30.764150943396224,6.471428571428572,33.52985074626866,7.0,12.0,5.163636363636363,46.6,3.75,9.65,5.5,12.0,34.0,6.0,11.0
2005-05-11,7.671428571428571,8.742857142857144,30.08490566037736,6.4785714285714295,32.71641791044776,6.0,12.0,5.154545454545455,46.8,3.8,9.7,5.5,12.0,35.333333333333336,6.0,11.0
2005-05-12,7.75,8.75,29.40566037735849,6.485714285714287,31.902985074626866,6.0,12.0,5.145454545454545,46.75,3.7,9.75,6.0,12.0,36.66666666666666,6.0,11.0
2005-05-13,7.3,8.55,28.72641509433962,6.492857142857144,31.089552238805965,6.0,12.0,5.136363636363637,46.85,3.65,9.7,5.9,12.0,38.0,6.0,11.0
2005-05-14,7.75,8.5,28.047169811320764,6.5,30.27611940298507,6.0,12.0,5.127272727272729,46.5,3.6,9.6,5.8,12.0,38.0,5.5,11.0
2005-05-15,7.7,8.35,27.36792452830189,6.507142857142856,29.462686567164177,6.0,12.0,5.118181818181818,46.33333333333333,3.7,9.633333333333333,5.7,12.0,38.0,5.0,11.0
2005-05-16,7.65,8.2,26.688679245283016,6.514285714285713,28.649253731343283,6.0,12.0,5.109090909090909,46.16666666666667,3.8,9.666666666666666,5.6,12.0,38.0,4.5,11.0
2005-05-17,7.6,8.05,26.009433962264147,6.5214285714285705,27.83582089552239,6.0,12.0,5.1,46.0,3.9,9.7,5.5,12.0,38.0,4.0,11.0
2005-05-18,7.8,8.9,25.330188679245285,6.5285714285714285,27.02238805970149,6.0,12.0,5.1,46.1,3.95,9.8,5.75,12.0,32.5,6.0,11.0
2005-05-19,7.25,9.25,24.65094339622641,6.5357142857142865,26.20895522388059,6.0,12.0,5.1,46.0,4.0,9.7,5.25,12.0,32.0,5.0,11.0
2005-05-20,7.75,8.75,23.971698113207545,6.542857142857144,25.395522388059696,7.0,12.0,5.1,46.2,4.05,9.65,5.35,12.0,32.5,6.0,11.0
2005-05-21,7.8,8.5,23.29245283018868,6.55,24.582089552238802,6.0,12.0,5.075,46.1,4.1,9.6,5.45,12.0,32.0,5.0,11.0
2005-05-22,7.716666666666666,8.516666666666666,22.61320754716981,6.557142857142857,23.768656716417908,6.333333333333334,12.0,5.05,46.16666666666667,4.05,9.633333333333333,5.55,12.0,33.5,5.166666666666666,11.0
2005-05-23,7.633333333333334,8.533333333333333,21.933962264150942,6.564285714285713,22.95522388059701,6.666666666666666,12.0,5.025,46.23333333333333,4.0,9.666666666666666,5.65,12.0,35.0,5.333333333333334,11.0
2005-05-24,7.55,8.55,21.254716981132074,6.571428571428571,22.14179104477612,7.0,12.0,5.0,46.3,3.95,9.7,5.75,12.0,36.5,5.5,11.0
2005-05-25,7.4,8.5,20.5754716981132,6.578571428571429,21.328358208955226,7.0,12.0,5.0,46.5,3.8,9.65,5.5,12.0,33.0,7.0,11.0
2005-05-26,7.75,9.6,19.89622641509434,6.585714285714285,20.51492537313433,7.0,12.0,5.0,46.4,3.7,9.7,5.458333333333334,11.916666666666668,32.0,5.5,11.0
2005-05-27,7.8,8.9,19.21698113207547,6.5928571428571425,19.70149253731343,7.0,12.0,5.0,46.4,3.65,9.7,5.416666666666666,11.833333333333332,32.0,3.0,11.0
2005-05-28,7.25,8.75,18.537735849056602,6.6,18.888059701492537,7.0,12.0,5.0,46.5,3.6,9.75,5.375,11.75,32.75,4.0,11.0
2005-05-29,7.416666666666666,8.633333333333333,17.858490566037734,6.607142857142858,18.074626865671643,7.0,12.0,5.0,46.53333333333333,3.566666666666667,9.733333333333334,5.333333333333334,11.666666666666668,33.5,5.0,11.0
2005-05-30,7.583333333333334,8.516666666666666,17.17924528301887,6.614285714285715,17.26119402985075,7.0,12.0,5.0,46.56666666666667,3.533333333333333,9.716666666666667,5.291666666666666,11.583333333333332,34.25,6.0,11.0
2005-05-31,7.75,8.4,16.5,6.621428571428571,16.447761194029844,7.0,12.0,5.0,46.6,3.5,9.7,5.25,11.5,35.0,7.0,11.0
2005-06-01,8.0,9.35,15.59090909090909,6.628571428571429,15.634328358208949,7.0,12.0,5.0,46.5,3.55,9.6,6.0,11.5,36.0,6.0,11.0
2005-06-02,7.85,9.35,14.681818181818182,6.635714285714285,14.820895522388055,7.0,12.0,5.1,46.4,3.4,9.65,6.0,11.5,35.0,5.5,11.0
2005-06-03,7.85,8.25,13.772727272727273,6.642857142857142,14.00746268656716,7.0,12.0,5.1,46.5,3.45,9.7,5.995901639344263,11.51639344262295,35.0,7.5,11.0
2005-06-04,7.5,9.15,12.863636363636365,6.65,13.194029850746265,7.0,12.0,5.1,46.6,3.4,9.75,5.991803278688525,11.5327868852459,32.0,5.5,11.0
2005-06-05,7.5166666666666675,8.933333333333334,11.954545454545455,6.6571428571428575,12.380597014925371,7.0,12.0,5.1,46.6,3.45,9.75,5.987704918032787,11.549180327868855,33.0,5.833333333333334,11.0
2005-06-06,7.533333333333334,8.716666666666667,11.045454545454543,6.664285714285715,11.567164179104473,7.0,12.0,5.1,46.6,3.5,9.75,5.9836065573770485,11.565573770491802,34.0,6.166666666666666,11.0
2005-06-07,7.55,8.5,10.136363636363637,6.671428571428571,10.75373134328358,7.0,12.0,5.1,46.6,3.55,9.75,5.979508196721312,11.581967213114753,35.0,6.5,11.0
2005-06-08,7.6,8.5,9.227272727272727,6.678571428571429,9.940298507462686,7.0,12.0,5.2,46.5,3.45,9.7,5.975409836065572,11.598360655737705,35.0,5.5,11.0
2005-06-09,7.65,8.15,8.318181818181818,6.685714285714287,9.126865671641788,7.0,12.0,5.2,46.0,3.4,9.7,5.971311475409838,11.614754098360656,35.0,6.0,11.0
2005-06-10,7.75,8.35,7.40909090909091,6.692857142857143,8.313432835820896,7.0,12.0,5.2,45.9,3.45,9.65,5.967213114754099,11.631147540983608,35.0,5.5,11.0
2005-06-11,7.5,8.2,6.5,6.7,7.5,7.0,12.0,5.175,45.96666666666667,3.425,9.666666666666666,5.963114754098361,11.647540983606556,35.0,5.25,11.0
