date,Wheat_Lokwan,Wheat_Rajasthan Tukdi,Onion_Other,Wheat_Other,Potato_Other,Banana_Other,Rice_Dappa,Potato_Jyoti,Apple_Delicious,Onion_Red,Rice_Coarse,Banana_Medium,Rice_Fine,Apple_Apple,Banana_Pachha Bale,Rice_Other,Rice_Ratnachudi 718 5-749,Wheat_147 Average,Rice_B P T,Apple_Other
2005-01-01,7.75,8.45,4.0,7.52,2.0,4.3,13.0,3.6,20.45,3.45,9.15,4.75,13.5,24.0,4.5,11.0,12.0,8.0,13.4,18.0
2005-01-02,7.75,8.45,4.0,7.52,2.0,4.3,13.0,3.6,20.45,3.45,9.15,4.75,13.5,24.0,4.5,11.0,12.0,8.0,13.4,18.0
2005-01-03,7.75,8.45,4.0,7.52,2.0,4.3,13.0,3.6,20.45,3.45,9.15,4.75,13.5,24.0,4.5,11.0,12.0,8.0,13.4,18.0
2005-01-04,7.75,8.45,4.0,7.52,2.0,4.3,13.0,3.6,20.45,3.45,9.15,4.75,13.5,24.0,4.5,11.0,12.0,8.0,13.4,18.0
2005-01-05,7.9,8.15,4.0,7.4,2.0,4.3,12.666666666666668,3.6,20.5,3.5,9.133333333333333,5.25,13.5,24.0,5.0,11.0,12.0,8.0,13.4,18.0
2005-01-06,7.8,8.45,4.0,7.42,2.0,4.3,12.333333333333332,3.6,20.55,3.55,9.116666666666667,4.7,13.5,24.0,5.0,11.0,12.0,8.0,13.4,18.0
2005-01-07,7.8,8.5,4.0,7.5,2.0,4.3,12.0,3.6,20.6,3.6,9.1,4.76,13.5,24.0,5.0,11.0,12.0,8.0,13.4,18.0
2005-01-08,7.875,8.4,4.0,7.44,2.0,4.3,11.625,3.6,20.6,3.65,9.1,4.82,13.5,24.25,5.0,11.0,12.0,8.0625,13.4,18.0
2005-01-09,7.95,8.28,4.0,7.38,2.0,4.316666666666666,11.25,3.6,20.566666666666666,3.683333333333333,9.083333333333334,4.88,13.5,24.5,5.0,11.0,12.0,8.125,13.25,18.0
2005-01-10,8.025,8.16,4.0,7.32,2.0,4.333333333333333,10.875,3.6,20.53333333333333,3.716666666666667,9.066666666666666,4.94,13.5,24.75,5.0,11.0,12.0,8.1875,13.4,18.0
2005-01-11,8.1,8.04,4.0,7.26,2.0,4.35,10.5,3.6,20.5,3.75,9.05,5.0,13.5,25.0,5.0,11.0,12.0,8.25,13.4,18.0
2005-01-12,8.0,7.92,4.0,7.2,2.0,4.35,10.5,3.6,20.4,3.75,9.0,4.75,13.5,24.0,6.0,11.0,12.0,8.1,13.4,18.0
2005-01-13,8.0,7.8,4.0,7.6,2.0,4.4,10.5,3.6,20.5,3.7,9.1,4.8,13.5,26.0,6.5,11.0,12.0,8.1,13.4,18.0
2005-01-14,8.03,7.95,4.0,7.56,2.0,4.4,10.6,3.6,20.5,3.65,9.1,4.84,13.5,26.0,6.2,11.0,12.0,8.1,13.4,18.0
2005-01-15,8.06,8.1,4.0,7.52,2.0,4.5,10.7,3.6,20.6,3.6,9.0,4.88,13.5,26.0,5.9,11.0,12.0,8.1,13.4,18.0
2005-01-16,8.09,8.25,4.0,7.48,2.0,4.5,10.8,3.6,21.066666666666666,3.566666666666667,9.05,4.92,13.5,26.0,5.6,11.0,12.0,8.1,13.4,18.0
2005-01-17,8.12,8.4,4.0,7.44,2.0,4.5,10.9,3.6,21.53333333333333,3.533333333333333,9.1,4.96,13.5,26.0,5.3,11.0,12.0,8.1,13.4,18.0
2005-01-18,8.15,8.55,4.0,7.4,2.0,4.5,11.0,3.6,22.0,3.5,9.15,5.0,13.5,26.0,5.0,11.0,12.0,8.1,13.4,18.0
2005-01-19,8.2,8.7,4.0,7.4,2.0,4.5,12.5,3.6,21.8,3.4,9.1,5.0,13.5,27.0,5.5,11.0,12.0,8.3,13.4,18.0
2005-01-20,8.2,8.5,4.0,7.38,2.0,4.5,12.5,3.6,22.5,3.45,9.1,5.25,13.5,25.0,5.5,11.0,12.0,8.4,13.4,18.0
2005-01-21,8.2,8.55,4.0,7.416,2.0,4.6,12.4,3.6,22.75,3.3,9.15,5.2,13.5,25.4,5.4,11.0,12.0,8.48,13.4,18.0
2005-01-22,8.2,8.6,4.0,7.452000000000001,2.0,4.6,12.3,3.6,22.8,3.35,9.1,5.15,13.5,25.8,5.3,11.0,12.0,8.56,13.4,18.0
2005-01-23,8.2,8.65,4.0,7.487999999999999,2.0,4.65,12.2,3.6,23.066666666666666,3.35,9.1,5.1,13.5,26.2,5.2,11.0,12.0,8.64,13.4,18.0
2005-01-24,8.2,8.7,4.0,7.524,2.0,4.65,12.1,3.6,23.333333333333336,3.35,9.1,5.05,13.5,26.6,5.1,11.0,12.0,8.72,13.4,18.0
2005-01-25,8.2,8.75,4.0,7.56,2.0,4.65,12.0,3.6,23.6,3.35,9.1,5.0,13.5,27.0,5.0,11.0,12.0,8.8,13.4,18.0
2005-01-26,8.183333333333334,8.683333333333334,4.0,7.673333333333334,2.0,4.65,12.166666666666668,3.6,23.825,3.3875,9.1125,4.928571428571427,13.428571428571427,27.333333333333336,5.333333333333334,11.0,12.0,8.633333333333333,13.4,18.0
2005-01-27,8.166666666666666,8.616666666666667,4.0,7.786666666666666,2.0,4.65,12.333333333333332,3.6,24.05,3.425,9.125,4.8571428571428585,13.357142857142858,27.666666666666664,5.666666666666666,11.0,12.0,8.466666666666667,13.4,18.0
2005-01-28,8.15,8.55,4.0,7.9,2.0,4.65,12.5,3.6,24.275,3.4625,9.1375,4.785714285714286,13.285714285714285,28.0,6.0,11.0,12.0,8.3,13.4,18.0
2005-01-29,8.2,8.45,4.0,7.52,2.0,4.65,12.5,3.6,24.5,3.5,9.15,4.714285714285714,13.214285714285715,28.0,5.5,11.0,12.0,8.3,13.4,18.0
2005-01-30,8.133333333333333,8.55,4.0,7.486666666666666,2.0,4.65,12.666666666666668,3.6,24.516666666666666,3.533333333333333,9.15,4.6428571428571415,13.142857142857142,28.333333333333336,5.333333333333334,11.0,12.0,8.3,13.4,18.0
2005-01-31,8.066666666666666,8.65,4.0,7.453333333333334,2.0,4.65,12.833333333333332,3.6,24.53333333333333,3.566666666666667,9.15,4.571428571428571,13.071428571428573,28.666666666666664,5.166666666666666,11.0,12.0,8.3,13.4,18.0
2005-02-01,8.0,8.75,4.0,7.42,2.0,4.65,13.0,3.6,24.55,3.6,9.15,4.5,13.0,29.0,5.0,11.0,12.0,8.3,13.4,18.0
2005-02-02,8.1,8.3,4.0,7.05,2.0,4.65,11.0,3.6,24.566666666666666,3.55,9.15,4.75,13.0,27.0,5.5,11.0,12.0,8.35,13.4,18.0
2005-02-03,8.07,8.65,4.0,7.7,2.0,4.65,16.0,3.6,24.583333333333336,3.45,9.15,4.75,13.0,27.0,5.5,11.0,12.0,8.15,13.4,18.0
2005-02-04,8.1,8.5,4.0,7.1,2.0,4.65,11.5,3.6,24.6,3.5,9.15,4.65,13.0,28.0,6.0,11.0,12.0,8.2,13.4,18.0
2005-02-05,8.1,8.65,4.0,7.64,2.0,4.67,11.5,3.6,29.8,3.75,9.5,4.55,13.0,28.0,5.5,11.0,12.0,8.2,13.4,18.0
2005-02-06,7.9833333333333325,8.716666666666667,4.0,7.643333333333333,2.0,4.69,11.5,3.6,28.73,3.69,9.43,4.45,13.0,28.05,5.333333333333334,11.0,12.0,8.05,13.4,18.0
2005-02-07,7.866666666666666,8.783333333333333,4.0,7.646666666666666,2.0,4.71,11.5,3.6,27.66,3.63,9.36,4.35,13.0,28.1,5.166666666666666,11.0,12.0,7.9,13.4,18.0
2005-02-08,7.75,8.85,4.0,7.65,2.0,4.73,11.5,3.6,26.59,3.57,9.29,4.25,13.0,28.15,5.0,11.0,12.0,7.75,13.4,18.0
2005-02-09,7.87,8.25,4.0,7.6,2.0,4.75,11.5,3.6,25.52,3.51,9.22,4.5,13.0,28.2,5.5,11.0,12.0,7.9,13.4,18.0
2005-02-10,7.85,8.45,4.0,7.48,2.0,4.75,11.5,3.6,24.45,3.45,9.15,4.75,13.0,28.25,5.5,11.0,12.0,7.9,13.4,18.0
2005-02-11,7.7,7.6,4.0,7.26,2.0,4.75,11.5,3.6,24.5,3.5,9.25,4.6,13.0,28.3,5.5,11.0,12.0,7.8,13.4,18.0
2005-02-12,7.6960000000000015,8.85,4.0,7.4,2.0,5.0,11.625,3.6,26.0,3.5,9.3,4.45,13.0,28.35,5.625,11.0,12.0,7.784,13.4,18.0
2005-02-13,7.692,8.7,4.0,7.54,2.0,5.0,11.75,3.6,26.53333333333333,3.5,9.266666666666666,4.3,13.0,28.4,5.75,11.0,12.0,7.768,13.4,18.0
2005-02-14,7.688,8.55,4.0,7.68,2.0,5.0,11.875,3.6,27.066666666666666,3.5,9.233333333333334,4.15,13.0,28.45,5.875,11.0,12.0,7.752000000000002,13.4,18.0
2005-02-15,7.684,8.4,4.0,7.35,2.0,5.0,12.0,3.6,27.6,3.5,9.2,4.0,13.0,28.5,6.0,11.0,12.0,7.7360000000000015,13.4,18.0
2005-02-16,7.68,8.3,4.0,7.316666666666666,2.0,5.0,12.0,3.6,27.5,3.55,9.35,4.5,13.0,34.0,5.5,11.0,12.0,7.72,13.4,18.0
2005-02-17,7.6,8.316666666666666,4.0,7.283333333333334,2.0,5.0,11.666666666666668,3.6,27.4,3.6,9.35,4.0,13.0,34.0,5.5,11.0,12.0,7.8,13.4,18.0
2005-02-18,7.553333333333334,8.333333333333334,4.0,7.25,2.0,5.5,11.333333333333332,3.6,27.5,3.6,9.4,4.083333333333333,13.0,34.0,6.0,11.0,12.0,7.783333333333334,13.4,18.0
2005-02-19,7.506666666666666,8.35,4.0,7.226829268292682,2.0,5.5,11.0,3.6,28.6,3.65,9.4,4.166666666666667,13.0,29.0,5.0,11.0,12.0,7.7666666666666675,13.4,18.0
2005-02-20,7.46,8.0375,4.0,7.203658536585367,2.0,5.5,11.0,3.6,28.566666666666666,3.65,9.4125,4.25,13.0,29.0,5.333333333333334,11.0,12.0,7.75,13.4,18.0
2005-02-21,7.413333333333334,7.725,4.0,7.180487804878048,2.0,5.5,11.0,3.6,28.53333333333333,3.65,9.425,4.333333333333333,13.0,29.0,5.666666666666666,11.0,12.0,7.7333333333333325,13.4,18.0
2005-02-22,7.366666666666666,7.4125,4.0,7.1573170731707325,2.0,6.0,11.0,3.6,28.5,3.65,9.4375,4.416666666666667,13.0,29.0,6.0,11.0,12.0,7.716666666666666,13.4,18.0
2005-02-23,7.32,7.1,4.0,7.134146341463414,2.0,6.0,11.0,3.6,28.4,3.7,9.45,4.5,13.0,29.5,5.5,11.0,12.0,7.7,13.4,18.0
2005-02-24,7.25,8.1,4.0,7.110975609756098,2.0,6.0,11.0,3.6,28.6,3.65,9.5,4.75,13.0,28.0,5.0,11.0,12.0,7.5,13.4,18.0
2005-02-25,7.35,7.65,4.0,7.0878048780487815,2.0,6.0,10.5,3.6,28.75,3.6,9.4,4.6,13.0,28.0,5.5,11.0,12.0,7.55,13.4,18.0
2005-02-26,7.25,6.9,4.0,7.064634146341463,2.0,6.0,11.0,3.6,28.9,3.55,9.45,4.45,13.0,28.0,5.5,11.0,12.0,7.5375,13.4,18.0
2005-02-27,7.15,7.15,4.0,7.041463414634147,2.0,6.0,11.25,3.6,29.05,3.5375,9.45,4.3,13.0,26.666666666666664,5.5,11.0,12.0,7.525,13.4,18.0
2005-02-28,7.05,7.4,4.0,7.0182926829268295,2.0,6.0,11.5,3.6,29.2,3.525,9.45,4.15,13.0,25.333333333333336,5.5,11.0,12.0,7.5125,13.4,18.0
2005-03-01,6.95,7.65,4.0,6.995121951219512,2.0,6.0,11.75,3.6,29.35,3.5125,9.45,4.0,13.0,24.0,5.5,11.0,12.0,7.5,13.4,18.0
2005-03-02,7.15,7.7,4.0,6.971951219512197,2.0,6.0,12.0,3.6,29.5,3.5,9.45,4.25,13.0,25.0,5.5,11.0,12.0,7.45,13.4,18.0
2005-03-03,7.25,8.15,4.0,6.9487804878048784,2.0,6.0,12.0,3.6,29.75,3.75,9.5,4.0,13.0,25.0,6.0,11.0,12.0,7.8,13.4,18.0
2005-03-04,7.25,8.02142857142857,4.0,6.92560975609756,2.0,6.0,12.041666666666668,3.6,29.7,3.7,9.45,4.1,13.0,25.0,6.0,11.0,12.0,7.5,13.4,18.0
2005-03-05,7.35,7.892857142857142,4.0,6.902439024390245,2.0,6.125,12.083333333333332,3.6,29.675,3.7125,9.4875,4.2,13.0,26.0,6.5,11.0,12.0,8.0,13.4,18.0
2005-03-06,7.366666666666666,7.764285714285713,4.0,6.879268292682927,2.0,6.25,12.125,3.6,29.65,3.725,9.525,4.3,13.0,26.5,5.8,11.0,12.0,7.9,13.4,18.0
2005-03-07,7.383333333333334,7.635714285714285,4.0,6.85609756097561,2.0,6.375,12.166666666666668,3.6,29.625,3.7375,9.5625,4.4,13.0,27.0,5.1,11.0,12.0,7.8,13.4,18.0
2005-03-08,7.4,7.507142857142856,4.0,6.832926829268294,2.0,6.5,12.208333333333332,3.6,29.6,3.75,9.6,4.5,13.0,27.5,4.4,11.0,12.0,7.7,13.4,18.0
2005-03-09,7.416666666666666,7.378571428571429,4.0,6.8097560975609746,2.0,6.5,12.25,3.6,29.5,3.7,9.5,4.0,13.0,28.0,3.7,11.0,12.0,7.6,13.4,18.0
2005-03-10,7.433333333333334,7.25,4.0,6.786585365853658,2.0,6.5,12.291666666666668,3.6,29.6,3.6,9.5,4.5,13.0,28.5,3.0,11.0,12.0,7.5,13.4,18.0
2005-03-11,7.45,7.7,4.0,6.763414634146343,2.0,6.5,12.333333333333332,3.6,31.0,3.5,9.6,4.4,13.0,29.0,5.0,11.0,12.0,7.4,13.4,18.0
2005-03-12,7.3125,7.85,4.0,6.7402439024390235,2.0,6.5,12.375,3.6,32.0,3.6,9.6,4.3,13.0,29.0,5.0,11.0,12.0,7.3,13.4,18.0
2005-03-13,7.175,8.0,4.0,6.717073170731706,2.0,6.5,12.416666666666668,3.9,32.2,3.633333333333333,9.6,4.2,13.0,29.0,5.0,11.0,12.0,7.2,13.4,18.0
2005-03-14,7.0375,8.15,4.0,6.69390243902439,2.0,6.5,12.458333333333332,3.7,32.4,3.666666666666667,9.6,4.1,13.0,29.0,5.0,11.0,12.0,7.1,13.4,18.0
2005-03-15,6.9,8.3,4.0,6.670731707317072,2.0,6.5,12.5,3.6,32.6,3.7,9.6,4.0,13.0,29.0,5.0,11.0,12.0,7.0,13.4,18.0
2005-03-16,7.25,7.6,4.0,6.647560975609755,2.0,6.6,12.5,3.7,32.5,3.75,9.65,4.5,13.0,30.0,5.5,11.0,12.5,7.65,13.4,18.0
2005-03-17,6.95,8.65,4.0,6.6243902439024405,2.0,6.6,11.0,3.8,32.5,3.6,9.6,5.0,13.0,32.0,5.5,11.0,12.5,7.8,13.4,18.0
2005-03-18,7.1,8.05,4.0,6.601219512195122,2.0,6.6148148148148165,11.0,4.0,32.6,3.65,9.61,4.8,13.0,32.0,5.5,11.0,12.5,7.45,13.406593406593409,18.0
2005-03-19,7.15,7.8,4.0,6.578048780487803,2.0,6.62962962962963,11.0,4.2,32.8,3.6,9.62,4.6,13.0,32.0,5.5,11.0,12.5,7.75,13.413186813186812,18.0
2005-03-20,7.066666666666666,7.966666666666666,4.0,6.554878048780488,2.0,6.644444444444446,11.333333333333332,4.1,33.06666666666666,3.65,9.63,4.4,13.0,32.166666666666664,5.333333333333334,11.0,12.5,7.5,13.419780219780222,18.0
2005-03-21,6.9833333333333325,8.133333333333333,4.0,6.53170731707317,2.0,6.65925925925926,11.666666666666668,4.0,33.333333333333336,3.7,9.64,4.2,13.0,32.333333333333336,5.166666666666666,11.0,12.5,7.25,13.426373626373627,18.0
2005-03-22,6.9,8.3,4.0,6.508536585365853,2.0,6.674074074074074,12.0,4.1,33.6,3.75,9.65,4.0,13.0,32.5,5.0,11.0,12.5,7.0,13.432967032967033,18.0
2005-03-23,6.85,8.286363636363637,4.0,6.485365853658537,2.0,6.688888888888888,11.0,4.1,33.5,3.65,9.6,4.5,13.0,30.0,5.0,11.0,12.5,7.25,13.43956043956044,18.0
2005-03-24,7.1,8.272727272727273,3.0,6.46219512195122,2.0,6.703703703703702,11.0,4.107142857142858,33.5,3.666666666666667,9.616666666666667,5.0,13.0,31.0,5.0,11.0,12.5,7.8,13.446153846153846,18.0
2005-03-25,7.091666666666666,8.259090909090908,4.0,6.439024390243902,2.0,6.7185185185185174,11.2,4.114285714285715,33.5,3.683333333333333,9.633333333333333,4.95,13.0,30.1,5.06,11.0,12.5,7.816666666666666,13.452747252747251,20.0
2005-03-26,7.083333333333334,8.245454545454544,4.125,6.4158536585365855,2.125,6.7333333333333325,11.4,4.121428571428572,33.5,3.7,9.65,4.9,13.0,29.2,5.12,11.0,12.5,7.833333333333334,13.459340659340661,20.0
2005-03-27,7.075,8.23181818181818,4.25,6.392682926829267,2.25,6.748148148148147,11.6,4.128571428571428,33.5,3.716666666666667,9.666666666666666,4.85,13.0,28.3,5.18,11.0,12.5,7.85,13.465934065934064,20.0
2005-03-28,7.066666666666666,8.218181818181819,4.375,6.369512195121953,2.375,6.762962962962963,11.8,4.135714285714285,33.5,3.733333333333333,9.683333333333334,4.8,13.0,27.4,5.24,11.0,12.5,7.866666666666666,13.472527472527473,20.0
2005-03-29,7.058333333333334,8.204545454545455,4.5,6.3463414634146345,2.5,6.777777777777778,12.0,4.142857142857142,33.5,3.75,9.7,4.75,13.0,26.5,5.3,11.0,12.5,7.883333333333334,13.479120879120874,20.0
2005-03-30,7.05,8.190909090909091,4.5,6.323170731707318,2.5,6.792592592592592,12.0,4.15,33.6,3.85,9.6,4.785714285714286,13.0,27.0,5.0,11.0,12.5,7.9,13.485714285714288,23.0
2005-03-31,7.033333333333334,8.177272727272728,4.5,6.3,2.5,6.807407407407408,12.0,4.2,33.75,3.858333333333333,9.625,4.821428571428573,13.0,28.0,5.0,11.0,12.5,7.8,13.492307692307694,20.0
2005-04-01,7.0166666666666675,8.163636363636364,4.4,6.33,2.5,6.822222222222222,12.0,4.2,33.9,3.8666666666666663,9.65,4.8571428571428585,13.0,28.0,5.0,11.0,12.5,7.7,13.4989010989011,20.4
2005-04-02,7.0,8.15,4.3,6.36,2.5,6.837037037037038,12.0,4.2,34.05,3.875,9.675,4.8928571428571415,13.0,27.5,5.5,11.0,12.5,7.6,13.505494505494505,20.8
2005-04-03,7.0,8.5,4.2,6.39,2.5,6.851851851851853,12.333333333333332,4.3,34.2,3.883333333333333,9.7,4.928571428571427,13.0,27.3,5.333333333333334,11.0,12.5,7.65,13.512087912087912,21.2
2005-04-04,7.0,8.85,4.1,6.42,2.5,6.866666666666666,12.666666666666668,4.3,34.35,3.891666666666667,9.725,4.964285714285714,13.0,27.1,5.166666666666666,11.0,12.7,7.7,13.51868131868132,21.6
2005-04-05,7.0,9.2,4.0,6.45,2.5,6.881481481481482,13.0,4.3,34.5,3.9,9.75,5.0,13.0,26.9,5.0,11.0,12.7,7.75,13.525274725274725,22.0
2005-04-06,7.0,8.75,4.0,6.15,2.75,6.896296296296296,13.0,4.4,35.0,4.0,9.65,5.25,13.0,26.7,5.0,11.0,12.7,7.7,13.531868131868134,22.0
2005-04-07,7.0,8.666666666666666,4.0,6.52,2.8,6.911111111111111,12.0,4.4,36.0,4.0,9.6,5.0,13.0,26.5,5.0,11.0,12.7,7.6,13.538461538461537,20.0
2005-04-08,7.0,8.583333333333334,4.0,6.4,2.75,6.925925925925927,12.0,4.4,36.5,4.15,9.7,4.95,13.0,26.0,5.0,11.0,12.7,7.8,13.545054945054947,22.0
2005-04-09,7.0,8.5,3.9,6.6,2.5,6.940740740740741,12.25,4.5,36.6875,4.175,9.7,4.9,13.0,26.5,5.0,11.0,12.7,7.75,13.551648351648351,22.5
2005-04-10,7.0,8.566666666666666,3.5,6.533333333333334,2.75,6.955555555555557,12.5,4.6,36.875,4.2,9.7,4.85,13.0,27.0,5.0,11.0,12.7,7.7,13.558241758241758,23.0
2005-04-11,7.0,8.633333333333333,3.5,6.466666666666666,3.0,6.970370370370372,12.75,4.7,37.0625,4.225,9.7,4.8,13.0,27.5,5.0,11.0,12.7,7.65,13.564835164835165,22.5
2005-04-12,7.0,8.7,3.5,6.4,3.0,6.985185185185184,13.0,4.8,37.25,4.25,9.7,4.75,13.0,28.0,5.0,11.0,13.0,7.6,13.571428571428573,21.0
2005-04-13,7.05,8.75,3.5,6.4,3.166666666666667,7.0,14.0,4.8,37.5,4.4,9.6,5.25,13.0,28.5,5.0,11.0,13.0,7.45,13.578021978021978,20.666666666666664
2005-04-14,7.057142857142857,8.75,3.5,6.45,3.333333333333333,7.071428571428571,14.0,4.842857142857143,37.73333333333333,4.35,9.566666666666666,5.25,13.0,28.666666666666664,4.833333333333333,11.0,13.0,7.4714285714285715,13.584615384615386,20.33333333333333
2005-04-15,7.064285714285713,8.95,3.5,6.4,3.5,7.142857142857142,14.0,4.885714285714285,37.96666666666667,4.3,9.533333333333333,5.15,13.0,28.833333333333336,4.666666666666667,11.0,13.0,7.492857142857144,13.591208791208794,20.0
2005-04-16,7.071428571428571,8.7,4.0,6.45,3.5,7.2142857142857135,14.0,4.928571428571427,38.2,4.25,9.5,5.05,13.0,29.0,4.5,11.0,13.0,7.514285714285713,13.597802197802196,22.0
2005-04-17,7.078571428571429,8.7125,4.0,6.45,4.0,7.2857142857142865,13.333333333333332,4.971428571428572,38.4,4.233333333333333,9.533333333333333,4.95,13.0,29.75,4.666666666666667,11.0,13.0,7.5357142857142865,13.604395604395606,25.0
2005-04-18,7.085714285714285,8.725,4.0,6.45,4.5,7.357142857142858,12.666666666666668,5.014285714285714,38.6,4.216666666666667,9.566666666666666,4.85,13.0,30.5,4.833333333333333,11.0,13.0,7.557142857142857,13.61098901098901,25.0
2005-04-19,7.0928571428571425,8.7375,3.0,6.45,4.0,7.428571428571429,12.0,5.057142857142857,38.8,4.2,9.6,4.75,13.0,31.25,5.0,11.0,13.0,7.578571428571429,13.617582417582419,30.0
2005-04-20,7.1,8.75,4.0,6.45,4.5,7.5,12.0,5.1,39.0,4.1,9.65,5.0,13.0,32.0,5.0,11.0,13.0,7.6,13.624175824175826,25.0
2005-04-21,7.0,8.75,4.0,6.35,4.0,7.5,12.0,5.1,39.4,4.0,9.7,4.0,13.0,32.0,5.0,11.0,13.0,7.7,13.630769230769232,28.333333333333336
2005-04-22,7.0166666666666675,8.76,3.5,6.36,4.0,7.52,12.0,5.2,39.6,4.1,9.65,4.25,12.8,31.2,4.9,11.0,13.0,7.716666666666666,13.637362637362635,31.666666666666664
2005-04-23,7.033333333333334,8.77,3.4,6.37,4.0,7.54,12.0,5.2,39.75,4.0,9.6,4.5,12.6,30.4,4.8,11.0,13.0,7.7333333333333325,13.643956043956045,35.0
2005-04-24,7.05,8.78,3.0,6.38,4.0,7.56,12.0,5.25,40.066666666666656,3.966666666666667,9.633333333333333,4.75,12.4,29.6,4.7,11.0,13.0,7.75,13.650549450549452,31.666666666666664
2005-04-25,7.066666666666666,8.79,3.0,6.39,4.0,7.58,12.0,5.3,40.38333333333333,3.933333333333333,9.666666666666666,5.0,12.2,28.8,4.6,11.0,13.0,7.7666666666666675,13.657142857142858,28.333333333333336
2005-04-26,7.083333333333334,8.8,3.5,6.4,4.5,7.6,12.0,5.3,40.7,3.9,9.7,5.25,12.0,28.0,4.5,11.0,13.0,7.783333333333334,13.663736263736265,25.0
2005-04-27,7.1,9.5,4.0,6.5,4.0,7.6,12.0,5.1,40.75,3.75,9.75,5.0,12.0,38.0,4.9,11.0,13.0,7.8,13.670329670329672,26.666666666666664
2005-04-28,7.0,9.0,3.5,6.45,4.5,7.6,12.0,5.1,41.5,3.8,9.8,5.25,11.5,30.0,5.5,11.0,13.0,7.4,13.676923076923075,28.333333333333336
2005-04-29,6.98,8.95,3.5,6.44,4.0,7.75,12.0,5.1,42.0,3.7,9.7,5.3,11.6,30.0,5.0,11.0,13.0,7.42,13.683516483516483,30.0
2005-04-30,6.96,8.9625,3.5,6.4,4.0,7.75,12.0,5.3,43.0,3.65,9.75,5.35,11.7,30.0,5.0,11.0,13.25,7.44,13.690109890109891,30.0
2005-05-01,6.94,8.975,3.333333333333333,6.4071428571428575,4.0,7.75,12.0,5.4,44.0,3.633333333333333,9.75,5.4,11.8,30.333333333333336,4.866666666666667,11.0,13.25,7.46,13.696703296703296,30.0
2005-05-02,6.92,8.9875,3.166666666666667,6.414285714285715,4.0,7.75,12.0,5.5,45.0,3.6166666666666663,9.75,5.45,11.9,30.666666666666664,4.733333333333333,11.0,13.25,7.48,13.703296703296704,30.0
2005-05-03,6.9,9.0,3.0,6.421428571428571,4.0,7.75,12.0,5.6,46.0,3.6,9.75,5.5,12.0,31.0,4.6,11.0,13.25,7.5,13.709890109890111,30.0
2005-05-04,6.9,8.75,3.0,6.428571428571429,4.0,7.75,12.0,5.6,46.5,3.55,9.7,5.5,12.0,32.0,4.5,11.0,13.25,7.35,13.716483516483517,30.0
2005-05-05,7.0,8.7,3.0,6.435714285714287,4.0,7.75,12.0,5.6,46.3,3.65,9.7,5.5,12.0,32.0,4.5,11.0,13.0,7.5,13.723076923076926,30.0
2005-05-06,7.0,8.707142857142857,3.0,6.442857142857143,4.0,7.75,12.0,5.6,46.5,3.7,9.6,5.5,12.0,33.0,6.0,11.0,13.0,7.25,13.729670329670329,30.0
2005-05-07,6.9,8.714285714285715,3.0,6.45,4.0,7.75,12.0,5.5,46.6,3.65,9.65,5.5,12.0,32.0,5.0,11.0,12.8,7.75,13.736263736263735,30.0
2005-05-08,6.916666666666666,8.721428571428572,3.0,6.457142857142856,4.5,7.75,12.0,5.6,46.6,3.683333333333333,9.65,5.5,12.0,32.666666666666664,5.333333333333334,11.0,12.8,7.675,13.742857142857142,30.0
2005-05-09,6.933333333333334,8.72857142857143,3.0,6.4642857142857135,4.0,7.75,12.0,5.6,46.6,3.716666666666667,9.65,5.5,12.0,33.333333333333336,5.666666666666666,11.0,12.8,7.6,13.749450549450549,30.0
2005-05-10,6.95,8.735714285714286,3.0,6.471428571428572,4.0,7.75,12.0,5.5,46.6,3.75,9.65,5.5,12.0,34.0,6.0,11.0,12.5,7.525,13.756043956043953,30.0
2005-05-11,6.966666666666666,8.742857142857144,3.0,6.4785714285714295,4.0,7.75,12.0,5.5,46.8,3.8,9.7,5.5,12.0,35.333333333333336,6.0,11.0,12.5,7.45,13.762637362637365,30.0
2005-05-12,6.9833333333333325,8.75,3.5,6.485714285714287,4.0,7.75,12.0,5.4,46.75,3.7,9.75,6.0,12.0,36.66666666666666,6.0,11.0,12.5,7.375,13.769230769230768,30.0
2005-05-13,7.0,8.55,3.0,6.492857142857144,4.0,7.75,12.0,5.4,46.85,3.65,9.7,5.9,12.0,38.0,6.0,11.0,12.5,7.3,13.775824175824175,30.0
2005-05-14,7.0,8.5,3.0,6.5,4.0,7.75,12.0,5.45,46.5,3.6,9.6,5.8,12.0,38.0,5.5,11.0,12.5,7.2625,13.782417582417581,30.0
2005-05-15,7.0,8.35,3.0,6.507142857142856,4.0,7.75,12.0,5.5,46.33333333333333,3.7,9.633333333333333,5.7,12.0,38.0,5.0,11.0,12.5,7.225,13.78901098901099,30.0
2005-05-16,7.0,8.2,3.0,6.514285714285713,4.0,7.75,12.0,5.5,46.16666666666667,3.8,9.666666666666666,5.6,12.0,38.0,4.5,11.0,12.5,7.1875,13.795604395604393,30.0
2005-05-17,7.0,8.05,3.0,6.5214285714285705,3.833333333333333,7.75,12.0,5.5,46.0,3.9,9.7,5.5,12.0,38.0,4.0,11.0,12.5,7.15,13.802197802197805,30.0
2005-05-18,7.0,8.9,3.0,6.5285714285714285,3.666666666666667,7.75,12.0,5.5,46.1,3.95,9.8,5.75,12.0,32.5,6.0,11.0,12.5,7.15,13.808791208791206,30.0
